source,record_id,supplier,inspector,date,cc,model,color,po,po_qty,glove_type,order_type,sampling_size,critical_defects,major_defects,minor_defects,defect_qty,result,result_raw,gtd_issue,visual_issue,functional_issue,liner_issue,size_issue,important_issue,gtd_defects,visual_defects,functional_defects,liner_defects,size_defects,defect_rate,month,risk_level,has_defect,is_fail
Jiandaoyun Gloves / ZX FQC,679334645b93743e4fe4ceba,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-01-19 16:00:00+00:00,309007,8551128,黑色,4521056720,180.0,滑雪,replenishment翻单,5.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-01,Low,False,False
Jiandaoyun Gloves / ZX FQC,679338c91b5c05cca15147aa,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-01-19 16:00:00+00:00,309192,8738689,青绿,5501489804,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-01,Low,False,False
Jiandaoyun Gloves / ZX FQC,67933c22bb2a941554a7ffb6,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-01-18 16:00:00+00:00,309192,8550646,黑色,4521748798,420.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-01,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67933e6aaec4510ca0f74f44,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-01-17 16:00:00+00:00,309192,8738689,青绿,5501483531,120.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-01,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a079f7b2a42d1d54a072e9,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-02 16:00:00+00:00,333549,8647342,浅灰,4522133064,22.0,半指,replenishment翻单,2.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a08535044823b2cf1e6ec9,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-01-24 16:00:00+00:00,325084,8585145,黑色,5501492680,200.0,单层,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,指根堆积   线头,nan,nan,nan,指根堆积   线头,0.0,2.0,0.0,0.0,0.0,0.4,2025-01,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a16dcf487a0856af91f78b,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-02-02 16:00:00+00:00,309007,8551128,黑色,5501484058,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a54ae2b2a42d1d54d0a2a0,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-01-24 16:00:00+00:00,325084,8585145,黑色,5501489087,200.0,单层,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   明线距边不匀,nan,nan,nan,线头   明线距边不匀,0.0,2.0,0.0,0.0,0.0,0.4,2025-01,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a54dd227c3e8a03014870f,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-01-24 16:00:00+00:00,325084,8585145,黑色,5501477482,176.0,单层,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.2,2025-01,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a5d04924eaada4ec957cde,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-01-24 16:00:00+00:00,325084,8585145,黑色,4522006479,384.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头  指根堆积  明线距边不匀,nan,nan,nan,线头  指根堆积  明线距边不匀,0.0,3.0,0.0,0.0,0.0,0.6,2025-01,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a6a191db78ef75d40ea2ec,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,124660,8787334,卡其,4521527284,384.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   指根堆积  线迹不和,nan,nan,nan,线头   指根堆积  线迹不和,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a6b16952bedf2a401f06c4,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,124660,8775523,蓝色,4521534512,480.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   明线距边不匀  脏污,nan,nan,nan,线头   明线距边不匀  脏污,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a6b7725f51c0a9c5aa2b96,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,124660,8528191,黑色,4521541728,288.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   明线距边宽  指根堆积,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a6babb93b574a246505fef,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,356209,8901066,白色,4521525058,200.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   明线距边宽,nan,nan,nan,线头   明线距边宽,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a715317ecf8700809cb15d,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-07 16:00:00+00:00,333549,8647342,浅灰,4522151712,11.0,半指,replenishment翻单,2.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a716b1589bc93c7a5d7ad6,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-07 16:00:00+00:00,343239,8771295,浅灰,4522000451,120.0,单层,implantation头单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a716fdca1aeb2816acb68f,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-07 16:00:00+00:00,343239,8827481,紫色,4522227889,24.0,单层,implantation头单,2.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a7f09602d5ebd4d60f8a33,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,330572,8615465,黑色,44522133134,480.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头  虎口重线不良   町条与手指不齐,nan,nan,nan,线头  虎口重线不良   町条与手指不齐,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a7f4cc4acf43b968a352d4,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,330572,8615465,黑色,4522218489,2112.0,半指,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,线头  虎口重线不良  跳针  町条与手指不齐,nan,nan,nan,线头  虎口重线不良  跳针  町条与手指不齐,0.0,5.0,0.0,0.0,0.0,0.625,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a7f7accbb4b350b01f81c7,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,330572,8615465,黑色,4522207837,192.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   虎口处露底布,nan,nan,nan,线头   虎口处露底布,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a7fe8ed3762bd43c527aa2,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-02 16:00:00+00:00,309007,8551128,黑色,5501491230,120.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,露封边线,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a8039b686c09800a8a681a,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-02 16:00:00+00:00,309007,8551128,黑色,4521056718,240.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a805ae2a130dec913be392,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,330572,8615465,黑色,1062966308,288.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头，掌心露垫布,nan,nan,nan,线头，掌心露垫布,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a806340f7a62432018e986,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-02 16:00:00+00:00,309007,8551128,黑色,5501493626,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a80811d089a9e85f991d79,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-06 16:00:00+00:00,330572,8615465,黑色,4522274180,384.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头，连接布不齐,nan,nan,nan,线头，连接布不齐,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a80c692a130dec9141e587,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-02 16:00:00+00:00,309192,8738689,青绿,5501482725,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a80f354acf43b968ba97f7,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-02 16:00:00+00:00,309007,8551128,黑色,4521742104,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67a95478a33b19f575dc6b79,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-08 16:00:00+00:00,330572,8615465,黑色,4522212716,480.0,半指,implantation头单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头    手掌处露底布,nan,nan,nan,线头    手掌处露底布,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a9b06d5aa8a2fbaf68d829,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2025-02-09 16:00:00+00:00,330572,8615465,黑色,4522212716,480.0,半指,implantation头单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67a9c53a058e8b1c12e7eb2d,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2025-02-09 16:00:00+00:00,343239,8827481,紫色,4522227889,24.0,单层,implantation头单,2.0,0.0,1.0,4.0,5.0,FAIL,FAIL不合格,nan,nan,nan,nan,0,①吃势不均匀②链条线未留线头,0.0,5.0,0.0,0.0,0.0,2.5,2025-02,Critical,True,True
Jiandaoyun Gloves / ZX FQC,67aaaa4ca66fefbcf41f6687,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2025-02-10 16:00:00+00:00,343239,8827481,紫色,4522227889,24.0,单层,implantation头单,2.0,0.0,0.0,0.0,0.0,PASS,PASS after re-check重验合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67aac519243c635822ecff4c,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2025-02-10 16:00:00+00:00,343239,8771295,灰色,4522000451,120.0,单层,implantation头单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67ab130ae990a839b61a4549,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-10 16:00:00+00:00,127351,8528199,黑色,4521710789,5076.0,半指,replenishment翻单,8.0,0.0,4.0,7.0,11.0,PASS,PASS合格,nan,指根线松，重线不良，脏污，明线距边不匀，连接标车线不良,nan,nan,nan,指根线松，重线不良，脏污，明线距边不匀，连接标车线不良,0.0,11.0,0.0,0.0,0.0,1.375,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67ad78c485453d636981568c,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-12 16:00:00+00:00,124660,8787334,卡其,4521538295,528.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   明线不和   明线距边不匀,nan,nan,nan,线头   明线不和   明线距边不匀,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67adb941315132be8224403e,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-12 16:00:00+00:00,124660,8775523,蓝色,4521545503,576.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   明线距边不匀  脏污,nan,nan,nan,线头   明线距边不匀  脏污,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67adb9e0364450de2cbf44c4,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-10 16:00:00+00:00,124660,8528191,黑色,4521539571,192.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   指根拐角大,nan,nan,nan,线头   指根拐角大,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67adbe02da621350c0d06cc9,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-12 16:00:00+00:00,356209,8901066,白色,4521527242,200.0,半指,replenishment翻单,5.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,线头   明线距边宽,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67ae8b1e83ba99dd36cd87a0,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,356209,8901066,白色,4521712574,400.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   毛刺明线距边宽,nan,nan,nan,线头   毛刺明线距边宽,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67ae9a5ec386f6ce97bbb4bf,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-12 16:00:00+00:00,333549,8647342,浅灰,4521621419,110.0,半指,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67aefd80df8955989534c933,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,356209,8901066,白色,4521712239,240.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   毛刺明线距边宽,nan,nan,nan,线头   毛刺距边宽,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67af0471c4412a97e7f482e8,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,356209,8901066,白色,4521711757,160.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   明线距边宽,nan,nan,nan,线头    明线距边宽,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67af09e7123012b6b113c8c8,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,356209,8901065,黑色,4521712741,216.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头    重合线未一起,nan,nan,nan,线头   重合线未一起,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67afdb6feb5c780bd87b55bd,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,330572,8615465,黑色,4522182358,288.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   手掌露掌底垫布,nan,nan,nan,线头   手掌露掌底垫布,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b0609bad77d33c7869e2b3,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,330572,8615465,黑色,4522145842,96.0,半指,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b060f0c4933cdcb8f7449f,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-13 16:00:00+00:00,330572,8615465,黑色,4522145842,96.0,半指,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b2defc87fad453a6dc3ced,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-16 16:00:00+00:00,308787,8549940,黑色,4521529625,180.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,2.0,0.0,0.0,0.0,0.4,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b2f2cc3e543f6eed8df743,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-16 16:00:00+00:00,309192,8550646,黑色,1062969493,1500.0,滑雪,replenishment翻单,8.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,线头  褶皱 线松  露封边线,nan,nan,0,nan,0.0,4.0,0.0,0.0,0.0,0.5,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b2f4e44849dea3caaec7bf,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-14 16:00:00+00:00,309007,8551128,黑色,5501494841,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b2f955386c542eaa6c9f45,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-02-16 16:00:00+00:00,309007,8551128,黑色,5501483407,300.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,线头,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b3cba38615dd7c82d611d8,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-16 16:00:00+00:00,325084,8585145,黑色,5501491609,176.0,单层,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b3cc277180c8304d2a5195,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-16 16:00:00+00:00,325084,8585145,黑色,5501490042,392.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   袖口不平伏  扭指,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b3d7d6b64b8d969fc2a2f9,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-16 16:00:00+00:00,325084,8585145,黑色,5501481868,960.0,单层,replenishment翻单,5.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b3ddbd08dbdca0d5e3cf31,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-16 16:00:00+00:00,333549,8647342,浅灰,4522131072,33.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b438267f89f3ce387e7699,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-17 16:00:00+00:00,343239,8829988,深灰,4522216257,48.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b6cc590f572cbd96301146,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-19 16:00:00+00:00,301225,8500928,黑,4521532754,800.0,单层,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指尖不圆、线疙瘩、线头,nan,nan,nan,指尖不圆、线疙瘩、线头,0.0,4.0,0.0,0.0,0.0,0.8,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b6ddab6a16ea3cdeabc085,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-19 16:00:00+00:00,330572,8615465,黑色,4522220038,672.0,半指,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,线头  虎口重线不良  跳针  町条与手指不齐,nan,nan,nan,线头  虎口重线不良  跳针  町条与手指不齐,0.0,5.0,0.0,0.0,0.0,1.0,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b6de45ddf5c5ad89829830,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-19 16:00:00+00:00,330572,8615465,黑色,4522197887,96.0,半指,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b6df3b3e970ccc7c9b25eb,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-17 16:00:00+00:00,124660,8528191,黑色,4522218454,48.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b6e002bb6b9e897391facd,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-17 16:00:00+00:00,124660,8528191,黑色,4522252145,48.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b6e084a2ded48f01001f58,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-18 16:00:00+00:00,124660,8787334,卡其,4521539511,480.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   明线距边宽,nan,nan,nan,线头   明线距边宽,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b6e13687a62d395dcc994b,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-17 16:00:00+00:00,124660,8775523,蓝色,4521542781,720.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头   脏污,nan,nan,nan,线头   脏污,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b6e1aa4116742d724be7d8,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-18 16:00:00+00:00,124660,8528191,黑色,4521532057,240.0,半指,replenishment翻单,5.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
Jiandaoyun Gloves / ZX FQC,67b7efd1e9d138f7a3eb6ffa,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-19 16:00:00+00:00,127351,8528199,黑色,4521624805,4320.0,半指,replenishment翻单,8.0,0.0,4.0,6.0,10.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,10.0,0.0,0.0,0.0,1.25,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b7f077a905f873cd929ebf,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-02-19 16:00:00+00:00,356209,8901066,白色,4521508056,320.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头    明线距边宽,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-02,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67b7f48caf6a2074a08db03d,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-02-19 16:00:00+00:00,343239,8829988,深灰,4522222625,24.0,单层,replenishment翻单,2.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-02,Low,False,False
