source,record_id,supplier,inspector,date,cc,model,color,po,po_qty,glove_type,order_type,sampling_size,critical_defects,major_defects,minor_defects,defect_qty,result,result_raw,gtd_issue,visual_issue,functional_issue,liner_issue,size_issue,important_issue,gtd_defects,visual_defects,functional_defects,liner_defects,size_defects,defect_rate,month,risk_level,has_defect,is_fail
Jiandaoyun Gloves / ZX FQC,67243666f40f64032a19c96a,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2024-10-30 16:00:00+00:00,325084.0,8585145.0,黑色,4520853404.0,1152.0,单层,replenishment翻单,32.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,线头，小指处露町尖，袖口罗口不平，大拇指不圆顺,nan,nan,nan,nan,0.0,4.0,0.0,0.0,0.0,0.125,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67246a8ecf076aeb75416267,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,309192,8801834,粉,4520762790,240.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6724778a5183060b70f6e46b,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,309192,8738689,青绿,4520752419,420.0,滑雪,replenishment翻单,5.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-10,Low,False,False
Jiandaoyun Gloves / ZX FQC,67247fe79a8d86bbd2faa139,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-10-31 16:00:00+00:00,123676,8398148,黑色,4520992145,780.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,袖口断线、线头,nan,nan,nan,袖口断线、线头,0.0,3.0,0.0,0.0,0.0,0.6,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67248404640306a5c44f605f,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2024-10-30 16:00:00+00:00,305595,8530327,黑色,4520999196,528.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,线头，扭指，明线距边宽，,nan,指叉处上下片未对齐,nan,扭指   内里指叉处上下片未对齐,0.0,3.0,0.0,1.0,0.0,0.8,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672486b1fd93330c206bf2e7,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-10-31 16:00:00+00:00,123676,8398149,荧光黄,4521096785,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-10,Low,False,False
Jiandaoyun Gloves / ZX FQC,672487e623154d06d3cd9772,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-10-31 16:00:00+00:00,123676,8398149,荧光黄,4521099645,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-10,Low,False,False
Jiandaoyun Gloves / ZX FQC,67248b30eadd2dc1407548bc,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-10-31 16:00:00+00:00,123676,8398148,黑色,4521005928,900.0,单层,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,扭指、线头,nan,nan,nan,扭指、线头,0.0,5.0,0.0,0.0,0.0,1.0,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67248f77c716b63db40746aa,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,309192,8738689,青绿,4520752419,420.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,破埙,线头,nan,nan,nan,线头、外箱破埙,1.0,2.0,0.0,0.0,0.0,0.6,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672490aa1e8316ac3cdb4a89,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2024-10-30 16:00:00+00:00,305595,8530327,黑色,4521205116,288.0,滑雪,replenishment翻单,5.0,0.0,0.0,2.0,2.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,2.0,0.0,0.0,0.0,0.4,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67249bec4b9cc47f4d9730b2,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2024-10-31 16:00:00+00:00,347696,8871727,白色,4521896995,486.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头，大拇指不圆顺,nan,nan,nan,大拇指指尖不圆顺,0.0,3.0,0.0,0.0,0.0,0.6,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67249f83bc0aaf3e676940aa,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-10-31 16:00:00+00:00,123676,8398149,荧光黄,4521056340,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-10,Low,False,False
Jiandaoyun Gloves / ZX FQC,6724a45ffafe4e674d7a0058,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,347696,8871728,黑色,4520752419,168.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,扭指,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6724a50b2bb24bd5f7a75d9e,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2024-10-31 16:00:00+00:00,330572,8615465,黑色,4521897295,384.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头，饰皮与面料未对齐,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6724ac324e609a9c83e73810,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,309192,8801834,粉,4520762790,240.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,外箱破埙,线头,nan,nan,nan,线头,1.0,1.0,0.0,0.0,0.0,0.4,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67259f0caa0fd4736274de3a,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-01 16:00:00+00:00,347696,8871729,深蓝,4520672439,162.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,脏污、线头,nan,nan,nan,脏污、线头,0.0,2.0,0.0,0.0,0.0,0.4,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6725d760fb23e3274cc2fb2a,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-01 16:00:00+00:00,347696,8871729,深蓝,4520786804,1116.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,脏污、线头,nan,nan,nan,脏污、线头,0.0,3.0,0.0,0.0,0.0,0.6,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6725db04253137dfd7d8c144,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-01 16:00:00+00:00,347696,8871729,深蓝,4521921961,42.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6725e7b9253137dfd7e2a7a3,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-01 16:00:00+00:00,347696,8871729,深蓝,4520703904,1308.0,滑雪,replenishment翻单,8.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,脏污、线头、浮毛未清理干净,nan,nan,nan,脏污、线头、浮毛未清理干净,0.0,4.0,0.0,0.0,0.0,0.5,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6725ef60f2014daa1e18ef94,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-01 16:00:00+00:00,347696,8871729,深蓝,4520703904,1308.0,滑雪,replenishment翻单,8.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,脏污、线头、浮毛未清理干净,nan,nan,nan,脏污、线头、浮毛未清理干净,0.0,4.0,0.0,0.0,0.0,0.5,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6726ed8f2793963a816c5d71,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-02 16:00:00+00:00,347696,8871729,深蓝,4520871435,738.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,脏污、线头,nan,nan,nan,脏污、线头,0.0,3.0,0.0,0.0,0.0,0.6,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672702cc577905dddcde1a0e,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-02 16:00:00+00:00,347696,8871729,深蓝,4521843221,126.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67270b7dc116351aaea24010,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-02 16:00:00+00:00,347696,8871729,深蓝,4520878732,1056.0,滑雪,replenishment翻单,5.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,浮毛、线头,nan,防风袖处开线,nan,浮毛、线头、防风袖处开线,0.0,3.0,0.0,1.0,0.0,0.8,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672854173265f65e0ab0ab34,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,350320,8842709,黑色,4521197889,120.0,半指,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672897ea190e4487c31281b1,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-03 16:00:00+00:00,347696,8771729,深蓝,4521927635,1224.0,滑雪,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,线头、脏污拇指吃势不均,nan,nan,nan,线头、脏污、拇指吃势不均,0.0,5.0,0.0,0.0,0.0,0.625,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6728984381cf15aaa6d66dc9,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-03 16:00:00+00:00,347696,8871729,深蓝,4520878736,810.0,滑雪,replenishment翻单,5.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,线头、脏污,nan,nan,nan,线头、邹折,0.0,4.0,0.0,0.0,0.0,0.8,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67289944f9f5c9fb01b9ad15,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-03 16:00:00+00:00,347696,8871729,深蓝,4520758045,3582.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,拇指漏车明线、线头、脏污、指根堆积、浮毛未清理干净,nan,nan,nan,线头、脏污、浮毛未清理干净、指根堆积、拇指漏车明线,0.0,8.0,0.0,0.0,0.0,1.0,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6728bff23265f65e0a06e152,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,347696,8871728,黑色,4520925599,258.0,滑雪,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6728c1409f4d5b1bbce1dbc8,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,347696,8871728,黑色,4520927153,42.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6728c3cd309776e1740eb26a,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,347696,8871728,黑色,4521104955,162.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,褶皱,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6728cba6309776e17414c149,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,305595,8530327,黑色,4521810141,240.0,单层,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6728ce014e3e3260cf7d9f7f,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-01 16:00:00+00:00,347696,8871728,黑色,4520706358,42.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,67298df93010e9be6fdef43c,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2024-11-04 16:00:00+00:00,347696,8871729,蓝黑,4520758045,3582.0,滑雪,replenishment翻单,8.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,nan,nan,①指叉不良,0,nan,0.0,3.0,0.0,1.0,0.0,0.5,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6729c4723c62c44a500ac46b,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2024-11-04 16:00:00+00:00,347696,8871727,白色,4520784738,2646.0,滑雪,replenishment翻单,8.0,0.0,3.0,0.0,3.0,PASS,PASS合格,nan,姆指缝线头与指尖处线头,nan,内里线头,0,线头,0.0,2.0,0.0,1.0,0.0,0.375,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672a07912bc0292a4bcd6ade,49425 SHANDONG JIANHUA ZHONGXING GLO,韩永红/3rd,2024-11-04 16:00:00+00:00,309007,8551128,黑色,4520913439,4980.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,千鸟跳针，手背接线，指叉固定线外露，袖口断不顺直,nan,nan,0,袖口不顺直，止口宽窄,0.0,8.0,0.0,0.0,0.0,1.0,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672a27f47cbd88a9bd3b2843,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-03 16:00:00+00:00,309192,8801834,粉色,4520911129,4680.0,滑雪,replenishment翻单,8.0,0.0,3.0,2.0,5.0,PASS,PASS after re-check重验合格,箱子破埙,褶皱  线头,nan,nan,nan,nan,1.0,4.0,0.0,0.0,0.0,0.625,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672c862b483ee27b36db1a35,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-05 16:00:00+00:00,333549,8647342,浅灰,4521623781,77.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,672cbfbc539734002d237d4a,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-03 16:00:00+00:00,3476969,8871729,深兰,4520871438,2436.0,滑雪,replenishment翻单,8.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,4.0,0.0,0.0,0.0,0.5,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672cc25507dc960f5573bc8e,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-03 16:00:00+00:00,347696,8871727,白色,4520784738,2646.0,滑雪,replenishment翻单,8.0,0.0,3.0,2.0,5.0,PASS,PASS合格,nan,织带抽丝  线头褶皱,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,0.625,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672da0375bd72224d88d23c4,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2024-11-07 16:00:00+00:00,301225,8500928,黑,4521472059,240.0,单层,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672daa5562f9e97c8bd75c1f,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-06 16:00:00+00:00,123676,8398149,荧光黄,4521096919,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,合格,0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,672ea3ab7eacd5c6739a0b80,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-07 16:00:00+00:00,123676,8398148,黑色,4521907655,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,672efb69075eaf90c8f73796,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-06 16:00:00+00:00,347696,8871728,黑色,4520734025,126.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,扭指,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,672f03c446414c0227f73b02,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-05 16:00:00+00:00,309192,8801834,粉,4520759275,240.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f0c010a55b7fe0f7ed028,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-04 16:00:00+00:00,347696,8871727,白色,4520782952,1410.0,滑雪,replenishment翻单,8.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.125,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f12de7b13da545f5709d8,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-06 16:00:00+00:00,325084,8585145,黑色,4520849830,1696.0,单层,replenishment翻单,8.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.125,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f16fd3b198b06b862d261,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-06 16:00:00+00:00,305595,8530327,黑色,4521012103,384.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f192e192e38fde59b5f2a,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-05 16:00:00+00:00,305595,8530327,黑色,4521213115,240.0,单层,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f595d29752a140e01ef59,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-07 16:00:00+00:00,123676,8398148,黑色,4520984222,1020.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f69a5b7784380bb76bdf0,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-06 16:00:00+00:00,330572,8615465,黑色,4521958074,480.0,半指,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f6aeb97db288bdea638d8,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-06 16:00:00+00:00,347385,8847342,黑色,4521590637,896.0,滑雪,replenishment翻单,5.0,0.0,0.0,2.0,2.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672f70969f6ac5fdec07ef48,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-05 16:00:00+00:00,309192,8738689,青绿,4520766163,420.0,滑雪,replenishment翻单,5.0,0.0,0.0,2.0,2.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,672ffb899a756e2cc5deccd4,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-09 16:00:00+00:00,123676,8398148,黑色,4521953237,1860.0,单层,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,5.0,0.625,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,673015072cf07d34779fc23b,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-10-31 16:00:00+00:00,3090007,8551128,黑色,4520913439,4980.0,滑雪,replenishment翻单,8.0,0.0,4.0,3.0,7.0,PASS,PASS合格,nan,露封边线 线头 车线不直,nan,nan,nan,nan,0.0,7.0,0.0,0.0,0.0,0.875,2024-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67318d1e8201ac36d4c7df8c,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-10 16:00:00+00:00,347686,8871729,深蓝,4520705430,888.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,指根有皱，线头,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6731b50c15a32e4828289b9b,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-10 16:00:00+00:00,347696,8871728,黑色,4520708027,84.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6731ce84e7182e98541055a1,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-10 16:00:00+00:00,347696,8871728,黑色,4520709853,210.0,滑雪,replenishment翻单,5.0,0.0,1.0,0.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.2,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6731fbc493780e40715492b4,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-10 16:00:00+00:00,309192,8550646,黑色,4520589536,7980.0,滑雪,replenishment翻单,8.0,0.0,3.0,1.0,4.0,PASS,PASS合格,nan,修边不齐  褶皱  线头,nan,nan,nan,nan,1.0,3.0,0.0,0.0,0.0,0.5,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6732042bf930171a28662cf1,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-10 16:00:00+00:00,309007,8551128,黑色,4520823107,120.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,重线不良,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,673207a3d4f9782b7fc3d9f8,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-08 16:00:00+00:00,309007（,8551128,黑色,4520831463,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6732094ff7bfb21d2ce118a1,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-08 16:00:00+00:00,309007,8551128,黑色,4520833011,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,67320aab350c96cc84e7ccf3,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-09 16:00:00+00:00,309007,8551128,黑色,5501471844,120.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67321f14e5f328d33f8dfd48,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-08 16:00:00+00:00,347696,8871728,黑色,4521093252,252.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67322b0ff647e5c8ff8424ca,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-09 16:00:00+00:00,347696,8871729,深兰,4520702071,78.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2024-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,67323129cfeffc9507d1c587,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2024-11-10 16:00:00+00:00,309007,8551128,黑色,4520819517,240.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,露封边线  线头,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2024-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,67329be5361f753796a716a7,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2024-11-10 16:00:00+00:00,347696,8871729,深蓝,4520878737,552.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指根有皱，露复棉线，线头,nan,nan,0,0,0.0,4.0,0.0,0.0,0.0,0.8,2024-11,Critical,True,False
